ID,age,age bucket,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,response
17926,59,59 to 79,housemaid,divorced,unknown,no,unknown,unknown,cellular,jul,tue,246,0
17927,26,17 to 37,unemployed,married,high.school,no,unknown,unknown,cellular,jul,tue,263,0
17928,38,38 to 58,services,single,high.school,unknown,yes,no,cellular,jul,tue,109,0
17929,60,59 to 79,retired,married,basic.6y,unknown,yes,no,cellular,jul,tue,122,0
17930,52,38 to 58,technician,married,basic.9y,no,no,no,cellular,jul,tue,162,0
17931,46,38 to 58,services,divorced,high.school,no,no,no,cellular,jul,tue,69,0
17932,39,38 to 58,blue-collar,married,unknown,no,yes,no,cellular,jul,tue,82,0
17933,37,17 to 37,admin.,single,high.school,no,yes,no,cellular,jul,tue,205,0
17934,52,38 to 58,admin.,divorced,high.school,unknown,yes,no,cellular,jul,tue,136,0
17935,28,17 to 37,technician,single,university.degree,unknown,no,no,cellular,jul,tue,808,1
17936,37,17 to 37,admin.,single,high.school,no,yes,no,cellular,jul,tue,316,0
17937,40,38 to 58,entrepreneur,married,high.school,no,no,no,telephone,jul,tue,259,0
17938,33,17 to 37,technician,married,professional.course,no,yes,yes,cellular,jul,tue,110,0
17939,48,38 to 58,services,married,basic.6y,unknown,yes,no,cellular,jul,tue,64,0
17940,35,17 to 37,services,married,high.school,no,yes,no,cellular,jul,tue,110,0
17941,55,38 to 58,entrepreneur,divorced,university.degree,no,no,yes,telephone,jul,tue,119,0
17942,30,17 to 37,blue-collar,married,basic.9y,no,yes,no,cellular,jul,tue,336,0
17943,43,38 to 58,admin.,married,high.school,no,no,no,cellular,jul,tue,327,0
17944,48,38 to 58,technician,married,professional.course,no,no,no,telephone,jul,tue,316,0
17945,44,38 to 58,blue-collar,single,basic.9y,no,yes,no,telephone,jul,tue,1127,1
17946,55,38 to 58,housemaid,married,basic.4y,unknown,no,no,telephone,jul,tue,1140,0
17947,43,38 to 58,retired,married,basic.9y,no,yes,no,cellular,jul,tue,284,0
17948,38,38 to 58,management,divorced,university.degree,no,yes,no,cellular,jul,tue,543,0
17949,54,38 to 58,retired,divorced,basic.4y,unknown,no,yes,cellular,jul,tue,189,0
17950,37,17 to 37,admin.,single,high.school,no,yes,no,cellular,jul,tue,52,0
17951,37,17 to 37,admin.,single,high.school,no,no,yes,cellular,jul,tue,223,0
17952,44,38 to 58,housemaid,married,university.degree,unknown,no,yes,cellular,jul,tue,468,0
17953,26,17 to 37,unemployed,married,high.school,no,no,no,cellular,jul,tue,322,0
17954,51,38 to 58,blue-collar,divorced,basic.9y,no,yes,no,cellular,jul,tue,61,0
17955,41,38 to 58,housemaid,divorced,high.school,unknown,yes,yes,cellular,jul,tue,185,0
17956,53,38 to 58,services,married,high.school,no,no,yes,cellular,jul,tue,347,0
17957,30,17 to 37,admin.,divorced,university.degree,no,yes,no,telephone,jul,tue,399,0
17958,46,38 to 58,admin.,married,university.degree,no,no,no,cellular,jul,tue,340,0
17959,47,38 to 58,housemaid,married,basic.4y,unknown,no,no,cellular,jul,tue,637,0
17960,58,38 to 58,retired,divorced,professional.course,no,no,no,cellular,jul,tue,60,0
17961,25,17 to 37,admin.,single,high.school,no,no,yes,cellular,jul,tue,234,0
17962,53,38 to 58,housemaid,married,basic.4y,unknown,no,no,cellular,jul,tue,165,0
17963,47,38 to 58,housemaid,married,basic.4y,unknown,yes,yes,telephone,jul,tue,308,0
17964,31,17 to 37,blue-collar,single,professional.course,no,no,no,cellular,jul,tue,75,0
17965,45,38 to 58,admin.,married,university.degree,no,no,no,cellular,jul,tue,242,0
17966,55,38 to 58,management,married,basic.4y,unknown,no,yes,cellular,jul,tue,142,0
17967,44,38 to 58,unknown,married,high.school,unknown,no,no,cellular,jul,tue,153,0
17968,55,38 to 58,housemaid,married,basic.4y,unknown,yes,no,telephone,jul,tue,481,0
17969,30,17 to 37,admin.,single,university.degree,no,no,no,telephone,jul,tue,128,0
17970,46,38 to 58,admin.,married,university.degree,no,no,no,telephone,jul,tue,53,0
17971,37,17 to 37,admin.,single,high.school,no,yes,no,cellular,jul,tue,234,0
17972,44,38 to 58,technician,divorced,unknown,no,no,no,telephone,jul,tue,222,0
17973,30,17 to 37,blue-collar,single,high.school,no,yes,no,cellular,jul,tue,186,0
17974,30,17 to 37,technician,married,professional.course,no,no,no,cellular,jul,tue,333,0
17975,37,17 to 37,admin.,single,high.school,no,no,no,cellular,jul,tue,333,0
17976,52,38 to 58,admin.,married,university.degree,no,yes,no,cellular,jul,tue,79,0
17977,38,38 to 58,blue-collar,married,unknown,no,no,no,cellular,jul,tue,112,0
17978,34,17 to 37,services,married,high.school,unknown,yes,no,telephone,jul,tue,157,0
17979,34,17 to 37,blue-collar,single,high.school,no,yes,no,cellular,jul,tue,101,0
17980,32,17 to 37,admin.,married,high.school,no,no,no,cellular,jul,tue,193,0
17981,47,38 to 58,retired,married,university.degree,no,no,no,telephone,jul,tue,863,0
17982,35,17 to 37,management,single,university.degree,no,yes,no,cellular,jul,tue,590,0
17983,38,38 to 58,admin.,married,university.degree,no,yes,no,cellular,jul,tue,92,0
17984,52,38 to 58,admin.,single,high.school,unknown,yes,no,cellular,jul,tue,153,0
17985,40,38 to 58,housemaid,married,basic.6y,no,yes,no,telephone,jul,tue,225,0
17986,37,17 to 37,admin.,single,high.school,no,yes,no,telephone,jul,tue,49,0
17987,27,17 to 37,services,single,basic.9y,no,yes,yes,cellular,jul,tue,88,0
17988,31,17 to 37,blue-collar,single,professional.course,no,yes,no,cellular,jul,tue,825,0
17989,30,17 to 37,entrepreneur,single,university.degree,no,no,no,telephone,jul,tue,254,0
17990,34,17 to 37,admin.,single,university.degree,no,yes,no,cellular,jul,wed,11,0
17991,45,38 to 58,admin.,married,university.degree,no,no,no,cellular,jul,wed,520,0
17992,56,38 to 58,technician,married,basic.4y,unknown,yes,yes,cellular,jul,wed,138,0
17993,48,38 to 58,entrepreneur,married,basic.9y,no,yes,no,cellular,jul,wed,44,0
17994,26,17 to 37,services,single,university.degree,no,yes,no,cellular,jul,wed,142,0
17995,25,17 to 37,services,single,high.school,unknown,yes,yes,cellular,jul,wed,984,0
17996,55,38 to 58,services,married,basic.9y,no,yes,no,telephone,jul,wed,78,0
17997,28,17 to 37,management,married,university.degree,no,yes,yes,cellular,jul,wed,329,0
17998,40,38 to 58,admin.,single,high.school,no,yes,no,cellular,jul,wed,353,0
17999,47,38 to 58,housemaid,married,basic.4y,unknown,no,no,cellular,jul,wed,189,0
18000,31,17 to 37,housemaid,single,high.school,no,yes,no,cellular,jul,wed,125,0
18001,60,59 to 79,blue-collar,divorced,basic.4y,unknown,no,no,cellular,jul,wed,105,0
18002,44,38 to 58,blue-collar,married,basic.6y,no,yes,no,cellular,jul,wed,334,0
18003,53,38 to 58,housemaid,married,basic.4y,unknown,no,yes,cellular,jul,wed,68,0
18004,53,38 to 58,management,single,professional.course,unknown,no,no,cellular,jul,wed,76,0
18005,46,38 to 58,admin.,married,university.degree,no,yes,no,cellular,jul,wed,28,0
18006,45,38 to 58,housemaid,divorced,basic.4y,unknown,yes,no,cellular,jul,wed,458,0
18007,26,17 to 37,services,single,high.school,no,yes,no,cellular,jul,wed,142,0
18008,42,38 to 58,admin.,married,high.school,no,no,no,cellular,jul,wed,189,0
18009,29,17 to 37,blue-collar,married,high.school,no,yes,yes,cellular,jul,wed,70,0
18010,40,38 to 58,unemployed,divorced,university.degree,no,yes,no,cellular,jul,wed,18,0
18011,45,38 to 58,technician,married,professional.course,no,no,no,cellular,jul,wed,158,0
18012,39,38 to 58,admin.,single,university.degree,no,yes,yes,cellular,jul,wed,59,0
18013,32,17 to 37,services,single,basic.9y,no,yes,no,cellular,jul,wed,31,0
18014,39,38 to 58,admin.,single,university.degree,no,yes,no,cellular,jul,wed,150,0
18015,56,38 to 58,retired,married,basic.6y,no,yes,no,telephone,jul,wed,90,0
18016,39,38 to 58,admin.,single,university.degree,no,yes,no,cellular,jul,wed,258,0
18017,37,17 to 37,admin.,single,university.degree,no,yes,no,cellular,jul,wed,305,0
18018,47,38 to 58,services,divorced,basic.4y,unknown,no,no,cellular,jul,wed,67,0
18019,39,38 to 58,admin.,married,high.school,no,yes,no,telephone,jul,wed,128,0
18020,50,38 to 58,services,single,high.school,no,yes,no,cellular,jul,wed,99,0
18021,49,38 to 58,admin.,divorced,basic.9y,no,no,no,cellular,jul,wed,39,0
18022,49,38 to 58,admin.,divorced,basic.9y,no,yes,no,cellular,jul,wed,70,0
18023,32,17 to 37,admin.,married,university.degree,no,no,yes,cellular,jul,wed,112,0
18024,25,17 to 37,services,single,high.school,unknown,yes,no,cellular,jul,wed,113,0
18025,41,38 to 58,student,married,unknown,unknown,yes,yes,cellular,jul,wed,69,0
18026,56,38 to 58,retired,married,basic.6y,no,no,no,cellular,jul,wed,120,0
18027,59,59 to 79,retired,married,high.school,unknown,yes,no,cellular,jul,wed,81,0
18028,50,38 to 58,services,divorced,basic.6y,no,no,yes,cellular,jul,wed,684,1
18029,37,17 to 37,admin.,single,university.degree,no,no,yes,cellular,jul,wed,312,0
18030,33,17 to 37,technician,married,university.degree,no,yes,yes,telephone,jul,wed,89,0
18031,49,38 to 58,services,married,high.school,unknown,yes,yes,cellular,jul,wed,42,0
18032,25,17 to 37,services,single,high.school,unknown,yes,yes,cellular,jul,wed,843,1
18033,38,38 to 58,technician,married,university.degree,no,yes,yes,cellular,jul,wed,150,0
18034,38,38 to 58,admin.,single,university.degree,no,yes,no,cellular,jul,wed,834,0
18035,58,38 to 58,technician,married,basic.9y,no,yes,no,cellular,jul,wed,528,0
18036,58,38 to 58,technician,married,basic.9y,no,no,no,cellular,jul,wed,516,0
18037,44,38 to 58,services,married,high.school,unknown,yes,no,cellular,jul,wed,86,0
18038,46,38 to 58,admin.,married,university.degree,no,yes,yes,cellular,jul,wed,129,0
18039,46,38 to 58,services,divorced,high.school,no,yes,no,cellular,jul,wed,652,0
18040,40,38 to 58,housemaid,married,basic.6y,no,yes,no,cellular,jul,wed,102,0
18041,42,38 to 58,entrepreneur,single,unknown,no,no,no,cellular,jul,wed,295,0
18042,23,17 to 37,services,married,high.school,no,no,no,cellular,jul,wed,650,1
18043,25,17 to 37,services,single,high.school,unknown,no,no,telephone,jul,wed,273,0
18044,29,17 to 37,admin.,single,high.school,no,no,no,telephone,jul,wed,38,0
18045,34,17 to 37,technician,single,professional.course,unknown,yes,no,cellular,jul,wed,409,0
18046,39,38 to 58,services,divorced,high.school,no,no,no,cellular,jul,wed,160,0
18047,45,38 to 58,admin.,single,professional.course,no,yes,no,cellular,jul,wed,77,0
18048,36,17 to 37,services,married,high.school,no,no,no,cellular,jul,wed,65,0
18049,24,17 to 37,blue-collar,single,basic.4y,no,yes,yes,cellular,jul,wed,132,0
18050,31,17 to 37,services,single,high.school,unknown,yes,no,cellular,jul,wed,166,0
18051,30,17 to 37,entrepreneur,single,university.degree,no,yes,yes,cellular,jul,wed,192,0
18052,45,38 to 58,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,73,0
18053,55,38 to 58,entrepreneur,single,unknown,unknown,no,no,telephone,jul,wed,542,1
18054,27,17 to 37,services,single,basic.9y,no,no,no,telephone,jul,wed,120,0
18055,55,38 to 58,unknown,married,unknown,unknown,yes,no,cellular,jul,wed,219,0
18056,41,38 to 58,blue-collar,married,basic.6y,no,yes,yes,telephone,jul,wed,47,0
18057,36,17 to 37,admin.,married,high.school,no,yes,no,cellular,jul,wed,93,0
18058,44,38 to 58,services,divorced,high.school,no,no,no,cellular,jul,wed,32,0
18059,52,38 to 58,management,married,university.degree,no,no,no,cellular,jul,wed,119,0
18060,28,17 to 37,self-employed,married,university.degree,no,yes,no,cellular,jul,wed,229,0
18061,43,38 to 58,admin.,married,high.school,no,yes,no,cellular,jul,wed,25,0
18062,44,38 to 58,unknown,married,high.school,unknown,yes,no,telephone,jul,wed,195,0
18063,58,38 to 58,entrepreneur,married,university.degree,no,yes,no,telephone,jul,wed,64,0
18064,42,38 to 58,management,married,university.degree,no,yes,yes,telephone,jul,wed,270,0
18065,32,17 to 37,admin.,married,professional.course,no,yes,no,cellular,jul,wed,173,0
18066,28,17 to 37,self-employed,married,university.degree,no,yes,no,cellular,jul,wed,695,0
18067,35,17 to 37,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,wed,85,0
18068,40,38 to 58,admin.,divorced,university.degree,no,yes,no,cellular,jul,wed,594,0
18069,50,38 to 58,admin.,married,university.degree,no,yes,no,cellular,jul,wed,115,0
18070,58,38 to 58,entrepreneur,married,university.degree,no,no,no,cellular,jul,wed,101,0
18071,30,17 to 37,admin.,single,high.school,no,yes,no,cellular,jul,wed,605,0
18072,55,38 to 58,entrepreneur,divorced,university.degree,no,yes,no,cellular,jul,wed,537,0
18073,22,17 to 37,services,married,basic.9y,unknown,no,no,telephone,jul,wed,42,0
18074,28,17 to 37,self-employed,single,university.degree,no,yes,no,telephone,jul,wed,51,0
18075,25,17 to 37,admin.,single,high.school,no,no,no,cellular,jul,wed,71,0
18076,39,38 to 58,technician,married,university.degree,no,yes,no,cellular,jul,wed,141,0
18077,43,38 to 58,admin.,married,high.school,no,yes,yes,cellular,jul,wed,351,0
18078,33,17 to 37,admin.,married,university.degree,no,no,no,cellular,jul,wed,50,0
18079,28,17 to 37,technician,single,professional.course,no,no,no,cellular,jul,wed,76,0
18080,34,17 to 37,admin.,married,university.degree,unknown,no,no,cellular,jul,wed,183,0
18081,34,17 to 37,technician,married,professional.course,no,yes,no,cellular,jul,wed,58,0
18082,41,38 to 58,housemaid,divorced,basic.9y,unknown,no,no,cellular,jul,wed,141,0
18083,34,17 to 37,technician,married,professional.course,no,no,no,cellular,jul,wed,187,0
18084,37,17 to 37,admin.,married,university.degree,no,yes,no,cellular,jul,wed,55,0
18085,44,38 to 58,admin.,married,high.school,no,yes,yes,cellular,jul,wed,164,0
18086,28,17 to 37,technician,single,professional.course,no,yes,no,cellular,jul,wed,111,0
18087,40,38 to 58,technician,single,unknown,no,yes,no,telephone,jul,wed,145,0
18088,52,38 to 58,blue-collar,divorced,basic.4y,no,yes,no,cellular,jul,wed,292,0
18089,24,17 to 37,blue-collar,single,basic.9y,no,yes,no,cellular,jul,wed,71,0
18090,36,17 to 37,technician,single,professional.course,no,no,no,cellular,jul,wed,14,0
18091,24,17 to 37,blue-collar,single,basic.9y,no,yes,no,cellular,jul,wed,220,0
18092,50,38 to 58,services,single,high.school,no,yes,no,telephone,jul,wed,340,0
18093,36,17 to 37,unemployed,single,high.school,no,yes,no,cellular,jul,wed,148,0
18094,51,38 to 58,blue-collar,married,high.school,unknown,yes,no,cellular,jul,wed,105,0
18095,56,38 to 58,management,married,university.degree,no,no,yes,telephone,jul,wed,154,0
18096,37,17 to 37,blue-collar,married,basic.6y,unknown,yes,no,cellular,jul,wed,83,0
18097,37,17 to 37,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,wed,77,0
18098,39,38 to 58,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,wed,138,0
18099,37,17 to 37,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,wed,244,0
18100,36,17 to 37,unemployed,single,high.school,no,yes,no,cellular,jul,wed,597,0
18101,40,38 to 58,unemployed,divorced,university.degree,no,no,no,cellular,jul,wed,161,0
18102,34,17 to 37,admin.,married,university.degree,unknown,unknown,unknown,telephone,jul,wed,171,0
18103,50,38 to 58,services,single,high.school,no,no,no,cellular,jul,wed,81,0
18104,40,38 to 58,unemployed,divorced,university.degree,no,yes,no,cellular,jul,wed,1373,1
18105,47,38 to 58,unknown,married,unknown,no,yes,no,cellular,jul,wed,133,0
18106,41,38 to 58,housemaid,divorced,basic.9y,unknown,no,yes,cellular,jul,wed,122,0
18107,44,38 to 58,admin.,single,university.degree,no,yes,no,cellular,jul,wed,153,0
18108,33,17 to 37,management,single,university.degree,no,yes,no,cellular,jul,wed,65,0
18109,44,38 to 58,self-employed,married,basic.9y,unknown,yes,no,cellular,jul,wed,41,0
18110,46,38 to 58,admin.,married,university.degree,no,no,no,cellular,jul,wed,29,0
18111,28,17 to 37,self-employed,married,university.degree,no,no,no,cellular,jul,wed,86,0
18112,31,17 to 37,admin.,married,university.degree,no,yes,no,cellular,jul,wed,255,0
18113,35,17 to 37,blue-collar,married,professional.course,no,yes,no,cellular,jul,wed,218,0
18114,39,38 to 58,admin.,married,university.degree,unknown,yes,no,telephone,jul,wed,197,0
18115,35,17 to 37,admin.,married,high.school,no,no,no,cellular,jul,wed,788,1
18116,31,17 to 37,housemaid,single,high.school,no,yes,no,cellular,jul,wed,380,0
18117,30,17 to 37,blue-collar,married,basic.9y,no,no,no,cellular,jul,wed,988,1
18118,25,17 to 37,admin.,single,high.school,no,no,no,cellular,jul,wed,55,0
18119,50,38 to 58,services,single,high.school,no,no,no,cellular,jul,wed,129,0
18120,33,17 to 37,student,married,high.school,no,no,no,cellular,jul,wed,622,0
18121,41,38 to 58,technician,divorced,professional.course,no,no,no,telephone,jul,wed,38,0
18122,53,38 to 58,blue-collar,married,basic.6y,no,no,no,cellular,jul,wed,86,0
18123,36,17 to 37,admin.,married,high.school,no,no,no,cellular,jul,wed,227,0
18124,41,38 to 58,services,divorced,high.school,no,no,no,cellular,jul,wed,120,0
18125,30,17 to 37,services,married,high.school,unknown,yes,no,cellular,jul,wed,149,0
18126,33,17 to 37,technician,married,professional.course,no,yes,no,cellular,jul,wed,144,0
18127,32,17 to 37,blue-collar,single,university.degree,no,yes,yes,cellular,jul,wed,126,0
18128,44,38 to 58,technician,single,university.degree,no,yes,no,telephone,jul,wed,185,0
18129,25,17 to 37,services,single,basic.9y,no,yes,no,cellular,jul,wed,197,0
18130,32,17 to 37,admin.,married,university.degree,no,no,no,cellular,jul,wed,543,1
18131,37,17 to 37,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,wed,99,0
18132,32,17 to 37,technician,single,professional.course,no,yes,no,cellular,jul,wed,156,0
18133,40,38 to 58,management,single,high.school,no,no,no,cellular,jul,wed,94,0
18134,39,38 to 58,blue-collar,married,basic.9y,unknown,no,no,telephone,jul,wed,87,0
18135,31,17 to 37,blue-collar,single,high.school,no,yes,no,telephone,jul,wed,82,0
18136,25,17 to 37,student,single,university.degree,no,yes,yes,cellular,jul,wed,77,0
18137,25,17 to 37,services,single,basic.9y,no,no,yes,cellular,jul,wed,444,0
18138,41,38 to 58,housemaid,married,basic.6y,no,no,no,telephone,jul,wed,34,0
18139,31,17 to 37,blue-collar,single,high.school,no,no,yes,cellular,jul,wed,287,0
18140,33,17 to 37,student,married,high.school,no,no,yes,cellular,jul,wed,73,0
18141,31,17 to 37,admin.,single,university.degree,no,yes,no,cellular,jul,wed,152,0
18142,51,38 to 58,technician,married,professional.course,no,yes,no,cellular,jul,wed,69,0
18143,24,17 to 37,blue-collar,single,basic.9y,no,yes,no,cellular,jul,wed,74,0
